Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
Voltaire,2018,"Short, Drama","Voltaire Velasco Perez, 56 years old, is known as a Dry Leaf Painting Artist from the Philippines in the global field of painting. Take a peek into his history and witness to the journey and struggles of a simple painter towards becoming a master of the arts.",0.4260999858379364,6.0,"['voltaire', 'velasco', 'year', 'old', 'know', 'dry', 'leaf', 'painting', 'artist', 'philippine', 'global', 'field', 'painting', 'take', 'peek', 'history', 'witness', 'journey', 'struggle', 'simple', 'painter', 'become', 'master', 'art']","life, film, family, live, face, man, people, love, story, first"
The Eternity Between Seconds,2018,Drama,"Two strangers meet in Korea and form an intimate relationship as they bond over their loneliness, conversations and neuroses.This is a story about finding comfort in strangers, fleeting connections and moments that are never meant to last.",0.70169997215271,0.0,"['stranger', 'meet', 'korea', 'form', 'intimate', 'relationship', 'bond', 'loneliness', 'conversation', 'story', 'find', 'comfort', 'stranger', 'fleeting', 'connection', 'moment', 'never', 'mean', 'last']","life, time, woman, story, sound, man, young, relationship, love, way"
Ang luha at lualhati ni Jeronima,2018,"Short, Drama","Ang Luha at Lualhati ni Jeronima is inspired by the third chapter of Dr. Jose Rizal's El Filibusterismo in which Padre Florentino tells the story of a young woman who fell in love with a student who, after years of waiting, becomes the Archbishop of Manila. Additional characters were added to the story for artistic purposes in giving light to the life of Jeronima who, by unexpected twist of fate, casts a curse upon the lonely river that gave her happiness and sorrow.Written byJack Logan",0.26910001039505005,0.0,"['ang', 'ni', 'inspire', 'third', 'chapter', 'jose', 'rizal', 'el', 'padre', 'florentino', 'tell', 'story', 'young', 'woman', 'fall', 'love', 'student', 'year', 'wait', 'become', 'archbishop', 'additional', 'character', 'add', 'story', 'artistic', 'purpose', 'give', 'light', 'life', 'unexpected', 'cast', 'curse', 'lonely', 'river', 'give', 'happiness', 'sorrow']","life, time, woman, story, sound, man, young, relationship, love, way"
Jerico,1969,Action,Young trumpeter is responsible for his two sisters. The younger sister needs major health treatments. Jerico encounters many obstacles when he turned to becoming a gigolo to support his family.,0.8356999754905701,5.0,"['young', 'trumpeter', 'responsible', 'sister', 'need', 'major', 'health', 'treatment', 'jerico', 'encounter', 'many', 'obstacle', 'become', 'gigolo', 'support', 'family']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Huling-Huli ni Kumpare si Kumare,1966,"Comedy, Musical","Bobby and Eddie are back again in the funniest sex game,",0.8443999886512756,6.0,"['eddie', 'back', 'funny', 'sex', 'game']","life, film, family, live, face, man, people, love, story, first"
Kastilaloy,1958,"Comedy, Romance","A Spanish family that has settled in the Philippines is virtually bankrupt, but Don Benito, the family patriarch, stubbornly insists on ""keeping up appearances"" by staying in the family mansion and keeping on a staff of servants and a limousine. At his chauffeur's wedding his son falls in love with the maid of honor Patring, who lets him believe she is rich but who is actually just a salesgirl. Neither one knows just how broke the other is, but each makes plans to marry the other, thinking that the other's ""fortune"" will solve their problems.Written byfrankfob2@yahoo.com",0.3991000056266785,4.0,"['spanish', 'family', 'settle', 'philippine', 'virtually', 'bankrupt', 'benito', 'family', 'patriarch', 'stubbornly', 'insist', 'keep', 'appearance', 'stay', 'family', 'mansion', 'keep', 'staff', 'servant', 'limousine', 'chauffeur', 'wedding', 'son', 'fall', 'love', 'maid', 'honor', 'patring', 'believe', 'rich', 'actually', 'salesgirl', 'one', 'know', 'break', 'make', 'plan', 'marry', 'think', 'other', 'fortune', 'solve', 'problem']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Chok,2019,"Short, Drama","The chalks of a teacher mysteriously disappear. As she discovers who the culprit is, her life and perception changes.",0.4866999983787537,13.0,"['chalk', 'teacher', 'mysteriously', 'disappear', 'discover', 'culprit', 'life', 'perception', 'change']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Carioca,1963,"Comedy, Musical, Romance",Songs. Dances. and Romance Galore.,0.7666000127792358,3.0,"['song', 'dance', 'romance', 'galore']","love, story, life, household, comfort, friend, live, make, man, long"
Veronica,1957,Drama,The intriguing story of a strange love affair. Too thrilling - for her to resist. Too lovely - for him to forget. Too painful - for one to remember.,0.4004999995231629,3.0,"['intriguing', 'story', 'strange', 'love', 'affair', 'thrilling', 'resist', 'lovely', 'forget', 'painful', 'one', 'remember']","love, story, life, household, comfort, friend, live, make, man, long"
Johnny Tanggo,1982,Comedy,THIS COMEDY TAKES OFF FROM RIC RADAM'S LAUGH-IN SERIAL AIRED OVER DZRH RADIO.,0.5321000218391418,9.0,"['comedy', 'take', 'ric', 'radam', 'serial', 'air', 'dzrh', 'radio']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Wonder Dabiana,1978,"Action, Fantasy","In this age of Aquarius, man's frontier is on the land of fantasy, a trip to wonders of make-believe ""WONDER DABIANA"" will take you to Shangrila where she encounters the walking zombies and the thirsty blood-sucking vampires. See the new CECILLE IÑIGO do her wonders on the screen as the mighty, wonder woman.Written byBGP",0.382999986410141,2.0,"['age', 'aquarius', 'man', 'frontier', 'land', 'fantasy', 'trip', 'wonder', 'makebelieve', 'wonder', 'dabiana', 'take', 'shangrila', 'encounter', 'walk', 'zombie', 'thirsty', 'bloodsucke', 'vampire', 'see', 'new', 'cecille', 'iñigo', 'wonder', 'screen', 'mighty', 'wonder', 'woman']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Dreamland Episode 1: Yakima Terror,2018,"Documentary, Biography, Drama","Uncovering the hidden lives of Filipino Americans, DREAMLAND brings together the stories of how they fought to survive, and how they, throughout history, built the land of the free.",0.6195999979972839,14.0,"['uncover', 'hidden', 'life', 'filipino', 'american', 'dreamland', 'bring', 'together', 'story', 'fight', 'survive', 'history', 'build', 'land', 'free']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Indayog ng nayatamak,2013,"Short, Music",An artist and his conflict against his art.,0.7666000127792358,14.0,"['artist', 'conflict', 'art']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Patok,1981,Comedy,CHIQUITO TICKLES THE FUNNY BONES WITH HIS LATEST GAGS AND WISECRACKS.,0.3555000126361847,13.0,"['chiquito', 'tickle', 'funny', 'bone', 'late', 'gag', 'wisecrack']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Ito ang lalake,1982,"Action, Drama",MORE THEN PHYSICAL MIGHT MAKES A MAN.,0.7667000293731691,0.0,"['physical', 'make', 'man']","life, time, woman, story, sound, man, young, relationship, love, way"
Retaso,2007,Drama,"Delsa does her work as a sewer in a garments factory where even the visits to the comfort room is regulated. Her husband and child passed away in a traumatic stampede some years ago and she now lives alone in a small room in a squatter's area in Quezon City. Her routine is to wake up each morning, go to work, come home, make rags out of pieces of cloth she gets from the factory, cry over the loss of her family, and open her door to her neighbor Lena who runs to her every time she is beaten by her husband Ray-an Dulay. Lena is a former dancer who does laundry to earn a living for her husband and herself. She understands that her husband Ray-an has been trying to find a job but he seems to be running out on luck. This misfortune hits Lena too as she becomes an outlet for Ray-an's frustrations. Lena is abused as a wife, both sexually and physically. Delsa and Lena live in a compound composed of frustrated, desperate, angry city dwellers jaded by the harshness of urban living. They are ...Written byAnonymous",0.4810999929904938,13.0,"['delsa', 'work', 'sewer', 'garment', 'factory', 'even', 'visit', 'comfort', 'room', 'regulate', 'husband', 'child', 'traumatic', 'stampede', 'life', 'alone', 'small', 'room', 'squatter', 'area', 'routine', 'wake', 'morning', 'go', 'work', 'come', 'home', 'make', 'rag', 'piece', 'cloth', 'get', 'factory', 'cry', 'loss', 'family', 'open', 'door', 'neighbor', 'run', 'time', 'beat', 'husband', 'dulay', 'lena', 'former', 'dancer', 'laundry', 'earn_live', 'husband', 'understand', 'husband', 'rayan', 'try', 'find', 'job', 'seem', 'run', 'luck', 'misfortune', 'hit', 'become', 'outlet', 'rayan', 'frustration', 'abuse', 'wife', 'sexually', 'physically', 'delsa', 'lena', 'live', 'compound', 'compose', 'frustrate', 'desperate', 'angry', 'city', 'dweller', 'jaded', 'harshness', 'urban', 'living']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Magkakabaung,2014,Drama,A single father accidentally kills his eight-year-old daughter by administering the wrong medication. He finds it challenging not only to have her body buried but also to bury his culpability.,0.5074999928474426,10.0,"['single', 'father', 'accidentally_kill', 'eightyearold', 'daughter', 'administer', 'wrong', 'medication', 'find', 'challenging', 'body', 'bury', 'also', 'bury', 'culpability']","training, actress, military, award, phenomenon, story, terrorist, fight, young, perspective"
Ophelia,2018,Drama,A depressed college student wants to seek psychiatric help from her parents but they have other plans in mind.,0.6500999927520752,11.0,"['depressed', 'want', 'seek', 'psychiatric', 'help', 'parent', 'plan', 'mind']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
Let's Do the Salsa,1976,"Drama, Musical","EVERYBODY DOES THE 'THING' THE DANCING-EST SPECTACLE OF THE MONMENT, IT'S EVERYWHERE, SWING IT OUT, SWAY IT IN,COME ON.",0.4239000082015991,13.0,"['thing', 'dancingest', 'spectacle', 'monment', 'everywhere', 'swing', 'sway', 'income']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
"My World, My Way - My Shaldan air fresheners TVC",2006,Short,"In the midst of the hustle and bustle of corporate daily life, the scent of My Shaldan air fresheners transports the characters to the refreshing world outside of the office, shaking their cares away.",0.42730000615119934,6.0,"['midst', 'hustle', 'bustle', 'corporate', 'daily', 'life', 'scent', 'shaldan', 'air', 'freshener', 'transport', 'character', 'refresh', 'world', 'office', 'shake', 'care', 'away']","life, film, family, live, face, man, people, love, story, first"
Pitong pagsisisi,1959,Drama,THE BIGGEST ARRAY OF STARS IN THE GREATIST MOTION PICTURE OF ALL TIME.,0.4438000023365021,13.0,"['big', 'array', 'star', 'greatist', 'motion_picture', 'time']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Ang kabiyak,1980,Comedy,ZIALCIA'S SOPHISTICATED COMEDY TAKES TO THE INSTITUTION OF MARRIAGE EVEN AS IT UPHOLDS THE LATTER IN THE END.,0.5929999947547913,3.0,"['sophisticated', 'comedy', 'take', 'institution', 'marriage', 'even', 'uphold', 'latter', 'end']","love, story, life, household, comfort, friend, live, make, man, long"
Diyos-diyosan,2016,Drama,"A teacher with a rebellious past reunites with her favorite student years later, only to find that her lessons have put him on the wrong path.",0.5266000032424927,0.0,"['teacher', 'rebellious', 'past', 'reunite', 'favorite', 'student', 'find', 'lesson', 'put', 'wrong', 'path']","life, time, woman, story, sound, man, young, relationship, love, way"
Josephine,2016,"Animation, Short",A mysterious woman watches her house burn down and goes on a cathartic journey.,0.53329998254776,8.0,"['mysterious', 'woman', 'watch', 'house', 'burn', 'go', 'cathartic', 'journey']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Secret Agent 009,1965,"Action, Drama",009 is back with more action.,0.6888999938964844,1.0,"['back', 'action']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
Magkapalad...,1997,Drama,"In a world dictated by greed and lawlessness, two hearts find each other and fall in love.",0.5774000287055969,7.0,"['world', 'dictate', 'greed', 'lawlessness', 'heart', 'find', 'fall', 'love']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
Diwang Kayumanggi,1983,"Drama, Fantasy","THE MOVIE TELLS OF AN APOCRYPHAL TALE ABOUT THE LEGENDARY LEGENDARY HEROINE SAID TO HAVE REIGNED AS AN AMAZON-PRINCESS IN ONE OF THE ISLANDS OF PANGASINAN,",0.6554999947547913,1.0,"['movie', 'tell', 'apocryphal', 'tale', 'legendary', 'legendary', 'heroine', 'say', 'reign', 'island', 'pangasinan']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
Tatang Edyer,1958,"Comedy, Musical","Dig this crazy daddy OK - Paraluman as her Sexiest, Dolphin at hit FUNNIEST.",0.4268999993801117,2.0,"['dig', 'crazy', 'daddy', 'paraluman', 'sexy', 'dolphin', 'hit', 'funny']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Every Room Is a Planet,2016,Drama,A quirky love affair between a mentally unstable girl who thinks her husband is abducted by aliens and her husband's brother whose romance for her remains a sci-fi impossibility.,0.4679999947547913,6.0,"['quirky', 'love', 'affair', 'mentally', 'unstable', 'girl', 'think', 'husband', 'abduct', 'alien', 'husband', 'brother', 'romance', 'remain', 'scifi', 'impossibility']","life, film, family, live, face, man, people, love, story, first"
Isaac... Dugo ni Abraham,1982,"Action, Western","DESTINED BY FATE TO REDRESS WRONG DOINGS AND PROTECT THE OPPRESSED, ISAAC IS RAISED BY A GURU-HERMIT WHO ALSO TRAINS HIM IN THE MARTIAL ARTS.",0.4803999960422516,2.0,"['destine', 'fate', 'redress', 'wrong', 'doing', 'protect', 'oppress', 'isaac', 'raise', 'guruhermit', 'also', 'train', 'martial_art']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
